gene_id,symbol,product,biotype,protein_id,log2FoldChange,lfcSE,pvalue,padj,WT_mean,KO_mean
HFX_RS01410,"",polyprenyl synthetase family protein,protein_coding,WP_004058258.1,-0.0448162700970733,0.236829645931752,0.770572813799793,0.893246565266945,5716.0195075718,5311.89763488867
HFX_RS02345,"",dihydroneopterin aldolase family protein,protein_coding,WP_004057860.1,0.0397758653358549,0.180232842315674,0.770648588761605,0.893246565266945,1279.90912388938,1341.19632195193
HFX_RS07430,pyrB,aspartate carbamoyltransferase,protein_coding,WP_004056937.1,-0.0436884258537086,0.219641512671248,0.77095439763006,0.893335387027935,7995.33166095263,7496.08011569061
HFX_RS09775,"",ester cyclase,protein_coding,WP_004060231.1,-0.0426720437493919,0.333108700363203,0.771275521226102,0.893441896505006,365.726274544634,315.038513028719
HFX_RS04780,"",NADH-quinone oxidoreductase subunit J,protein_coding,WP_004572689.1,-0.0444788844858,0.235452711034189,0.771909064068817,0.893910140148618,5431.06882356389,5052.77944318758
HFX_RS10295,"",DUF4382 domain-containing protein,protein_coding,WP_004060124.1,-0.0344268768972561,0.145397998231714,0.772353013127336,0.894142568144995,371.978209086099,358.701159868885
HFX_RS18260,cas2,CRISPR-associated endonuclease Cas2,protein_coding,WP_004060806.1,0.0427657407557144,0.211984428915095,0.77258092909347,0.894142568144995,73.1666506070109,77.201806017668
HFX_RS09875,purF,amidophosphoribosyltransferase,protein_coding,WP_004060212.1,0.0432735367425862,0.220075412404525,0.773222394060962,0.894142568144995,11506.0657639601,12264.2324173915
HFX_RS07605,"",hypothetical protein,protein_coding,WP_004056901.1,-0.0384227729460531,0.173308459352666,0.773238634049986,0.894142568144995,149.575729363529,143.893232821455
HFX_RS10455,"",hypothetical protein,protein_coding,WP_049917510.1,0.0414061440321945,0.199295219962119,0.773554162336173,0.894142568144995,515.2981244327,545.423597672934
HFX_RS13805,"",alpha hydrolase,protein_coding,WP_004059277.1,-0.0322726682174556,0.133813253137537,0.773633410150453,0.894142568144995,3863.78568617899,3744.50311842064
HFX_RS08250,"",glutamine synthetase family protein,protein_coding,WP_004056716.1,-0.0433180134155111,0.31626786672956,0.773715464944348,0.894142568144995,23327.1368203405,20462.2649216616
HFX_RS15075,"",ABC transporter permease,protein_coding,WP_004060514.1,0.0439981117606929,0.302550531565061,0.774023493639382,0.894233425668735,1581.10989212822,1779.45627114546
HFX_RS11355,"",ArsR family transcriptional regulator,protein_coding,WP_004059857.1,0.0343607599553329,0.147068763389504,0.774511632991643,0.894507620457329,1022.33511129857,1059.65927554984
HFX_RS17330,"",ATP-binding protein,protein_coding,WP_004061007.1,0.0425260914427235,0.21556958924699,0.775306252036878,0.894507620457329,687.155035768049,731.674886177733
HFX_RS18550,"",lamin tail domain-containing protein,protein_coding,WP_231513003.1,-0.0400507389313599,0.189649148558686,0.775321721187949,0.894507620457329,232.599501091632,221.187863560335
HFX_RS00190,"",ATP-dependent DNA helicase,protein_coding,WP_004058761.1,-0.0410031157254869,0.198738616322585,0.775398278031445,0.894507620457329,7630.4926548757,7228.4700438973
HFX_RS17945,"",alcohol dehydrogenase catalytic domain-containing protein,protein_coding,WP_049917542.1,0.0432874803335186,0.226714461349386,0.775408222043436,0.894507620457329,5778.29461396326,6176.61309336847
HFX_RS13570,"",non-canonical purine NTP pyrophosphatase,protein_coding,WP_004059323.1,0.0338916862733469,0.14810298280598,0.778546007273493,0.897832809131052,3205.34148296413,3319.5759049157
HFX_RS02450,"",hypothetical protein,protein_coding,WP_004057836.1,-0.0363206361939638,0.164786644681447,0.778751341116492,0.897832809131052,165.46306909432,158.709661374752
HFX_RS13530,"",translation initiation factor IF-2 subunit gamma,protein_coding,WP_004059331.1,-0.0407120537717484,0.204203778416368,0.779713498636606,0.89867629145047,58607.1278068663,55461.7202060344
HFX_RS10070,"",DUF5816 domain-containing protein,protein_coding,WP_004060172.1,-0.0409264447159328,0.207939778069936,0.780331224405586,0.899122409912201,1441.00135519744,1362.64965443682
HFX_RS03005,"",DUF3194 domain-containing protein,protein_coding,WP_004057625.1,-0.0419144980275693,0.221304362618879,0.780566716172085,0.899127972706498,12269.414637632,11526.3195093593
HFX_RS13645,"",tRNA-Thr,tRNA,"",-0.0433189041451108,0.277255792956507,0.781179835434909,0.899351808302219,328.329432597155,299.400973891563
HFX_RS02235,"",tRNA-Phe,tRNA,"",-0.0429208410451198,0.242904678083487,0.781222478940819,0.899351808302219,47.8341253543914,45.167111158868
HFX_RS17460,"",hypothetical protein,protein_coding,WP_004060980.1,0.0432815147304246,0.270022294418441,0.781666547828316,0.899597343795328,319.305672027935,349.987635792952
HFX_RS08105,"",DUF790 family protein,protein_coding,WP_004056745.1,-0.0377434306930086,0.18006817054614,0.781941861340298,0.899648576004865,2765.9499202313,2642.5506575477
HFX_RS06380,"",hypothetical protein,protein_coding,WP_004057229.1,-0.0419960993782245,0.304840850834809,0.783387096704901,0.900931629268093,11.1981760068855,10.1282329657909
HFX_RS02295,"",hypothetical protein,protein_coding,WP_004057883.1,-0.0400910473436517,0.206456318343603,0.784027924126725,0.900931629268093,847.521750215872,803.307352625845
HFX_RS05235,"",ABC transporter permease,protein_coding,WP_014732233.1,0.0418632939610996,0.232609766045406,0.784225532291228,0.900931629268093,438.548712827608,469.951750664688
HFX_RS01380,"",Tfx family DNA-binding protein,protein_coding,WP_004058272.1,0.0360848901823334,0.170370294109931,0.784525901200767,0.900931629268093,1298.24175822876,1354.47113616845
HFX_RS11520,"",glutathione S-transferase N-terminal domain-containing protein,protein_coding,WP_004059808.1,0.0400001533643828,0.206519372443145,0.784532957508903,0.900931629268093,738.116851830602,780.879924604222
HFX_RS19640,"",hypothetical protein,protein_coding,WP_049917408.1,-0.040096309307033,0.207953093285167,0.784671276540346,0.900931629268093,108.892459374677,103.974314905877
HFX_RS17810,"",asparagine synthase-related protein,protein_coding,WP_004060908.1,0.0404135756937414,0.211829262289863,0.784674931083934,0.900931629268093,146.682690815336,156.45559477397
HFX_RS15815,"",8-amino-7-oxononanoate synthase,protein_coding,WP_004056370.1,0.0425342794611328,0.256772621036698,0.784916122633332,0.900939826312365,9455.25608374994,10237.8465195451
HFX_RS03920,"",hypothetical protein,protein_coding,WP_004057421.1,-0.0418238681330525,0.235563431973402,0.785144327856107,0.900939826312365,6147.92117989233,5743.66862359325
HFX_RS16940,"",extracellular solute-binding protein,protein_coding,WP_014732724.1,-0.0422684616490185,0.286748781735551,0.785379315671718,0.900944253233772,169.289539005109,154.017105732011
HFX_RS15825,bioB,biotin synthase BioB,protein_coding,WP_004056368.1,0.0423236118448612,0.2669361848543,0.786361423968719,0.901650332879703,10397.6571426852,11321.9031244614
HFX_RS07580,"",hypothetical protein,protein_coding,WP_004056906.1,-0.0416255468271714,0.237763480430725,0.786625393296959,0.901650332879703,1839.84767616552,1719.08055905485
HFX_RS06060,"",hypothetical protein,protein_coding,WP_004572430.1,0.0309857347701286,0.137636046591787,0.78668875888247,0.901650332879703,1211.12882897047,1249.05184143008
HFX_RS18140,"",HalOD1 output domain-containing protein,protein_coding,WP_004060830.1,-0.0405849271166265,0.220271558758724,0.786983708205532,0.901722910837923,400.887885458917,378.513725609948
HFX_RS14190,"",CoA ester lyase,protein_coding,WP_004059181.1,0.0385927630114329,0.196719340691771,0.787214742324641,0.901722910837923,59.5305063418526,62.4551138111196
HFX_RS18190,"",winged helix-turn-helix domain-containing protein,protein_coding,WP_004060820.1,-0.038378741692221,0.195620499767376,0.787786996290815,0.902113311263689,3496.88700210574,3328.25667077256
HFX_RS11565,larC,nickel pincer cofactor biosynthesis protein LarC,protein_coding,WP_004059799.1,0.0343273303718677,0.162306059188242,0.788625985223768,0.90280883712254,5478.91673641771,5690.02088670546
HFX_RS03645,"",nitroreductase family protein,protein_coding,WP_274520022.1,-0.0405028040268515,0.225981910376452,0.789235497409256,0.903241329683288,627.308352561589,590.618190357046
HFX_RS11080,"",HD domain-containing protein,protein_coding,WP_004059937.1,0.034812894133834,0.168117245239448,0.79027553700548,0.903652605012171,2312.62543374602,2407.40163829732
HFX_RS19295,"",helix-turn-helix domain-containing protein,pseudogene,"",-0.0414593587972634,0.276959444379832,0.79028821458953,0.903652605012171,67.0596519693455,62.0300721446329
HFX_RS05800,"",ATP-NAD kinase family protein,protein_coding,WP_004572483.1,-0.0396841501036382,0.216589007453473,0.790292861423486,0.903652605012171,1716.39083237034,1619.2836799614
HFX_RS13940,"",SHOCT domain-containing protein,protein_coding,WP_004059249.1,-0.0380625654575604,0.34556410578302,0.790522160875193,0.903652605012171,4751.90697688611,4082.31011511095
HFX_RS06545,"",class I SAM-dependent methyltransferase,protein_coding,WP_004057196.1,0.0411027630326763,0.269709816817095,0.792321345187288,0.905230340859049,532.791802272311,578.743478204167
HFX_RS04490,"",Fic family protein,protein_coding,WP_238547487.1,0.0404281192571194,0.236692468093448,0.792366835046454,0.905230340859049,894.908145560645,955.028148876471
HFX_RS16930,"",HD domain-containing protein,protein_coding,WP_004061092.1,0.0381287927767341,0.205361787763645,0.793853439141966,0.905631213214487,195.312219308221,205.23360868521
HFX_RS10225,"",hypothetical protein,protein_coding,WP_004060139.1,-0.0407434573836118,0.265576128638669,0.794087617360411,0.905631213214487,1834.46792479051,1692.32608032959
HFX_RS12050,"",fumarylacetoacetate hydrolase family protein,protein_coding,WP_004059702.1,-0.0278785721719203,0.125157316744744,0.794094048330611,0.905631213214487,1169.92794269375,1140.18576008117
HFX_RS04760,"",NADH-quinone oxidoreductase subunit B,protein_coding,WP_004572693.1,-0.0392060067020548,0.221305513793002,0.794374004458403,0.905631213214487,25878.8818618471,24408.8921191683
HFX_RS13275,"",DUF5810 domain-containing protein,protein_coding,WP_004059408.1,-0.0290399119270655,0.132535988468244,0.794389594040396,0.905631213214487,914.889387498295,888.646280064102
HFX_RS01200,"",class I SAM-dependent methyltransferase,protein_coding,WP_004058347.1,0.0310694987454555,0.146011590684521,0.79461391717021,0.905631213214487,2550.06334654143,2634.22723340124
HFX_RS05675,"",hypothetical protein,protein_coding,WP_004572508.1,0.0398542116653311,0.234025460407038,0.794640130789947,0.905631213214487,113.423750966581,119.886314874003
HFX_RS18385,"",IclR family transcriptional regulator,protein_coding,WP_004060777.1,-0.0351867651462339,0.177444123331684,0.794673416284245,0.905631213214487,176.891152584501,169.815178131897
HFX_RS02325,"",ABC transporter ATP-binding protein,protein_coding,WP_004057871.1,-0.0381772779764832,0.208168297393327,0.794808717395269,0.905631213214487,3727.28966217816,3535.92971176515
HFX_RS10820,"",pyridoxamine 5'-phosphate oxidase family protein,protein_coding,WP_004059987.1,0.0403401150623722,0.278430876915466,0.795677899306598,0.906356648596469,1065.00342832882,1164.65408588558
HFX_RS15095,"",hydantoinase/oxoprolinase family protein,protein_coding,WP_004060510.1,0.0393546274794437,0.303779963088277,0.796779613121333,0.907203044724467,4606.59425554718,5127.41658911129
HFX_RS16035,"",helix-turn-helix domain-containing protein,protein_coding,WP_014732665.1,0.0358399129892777,0.1871376060685,0.79696448994356,0.907203044724467,1356.11546542082,1418.34494977267
HFX_RS03000,"",DUF2070 family protein,protein_coding,WP_004057628.1,0.0370104059001904,0.199755007498968,0.797215735458307,0.907203044724467,1729.33682158501,1814.95442292506
HFX_RS07530,"",METTL5 family protein,protein_coding,WP_004056916.1,-0.039357733224867,0.234992566301466,0.79735188076604,0.907203044724467,2329.01356013104,2186.28237808082
HFX_RS17565,"",ester cyclase,protein_coding,WP_004060959.1,0.0387616321133458,0.226389923160021,0.798182274025279,0.907269662991672,442.821196275578,470.874763942278
HFX_RS17990,"",hypothetical protein,protein_coding,WP_014732805.1,-0.038623872676786,0.224276439025197,0.798269214777917,0.907269662991672,114.865309263703,108.142134999439
HFX_RS03855,"",M42 family metallopeptidase,protein_coding,WP_004057434.1,0.0396373482319698,0.248680104417511,0.798353910527996,0.907269662991672,13026.737925931,13973.9238607169
HFX_RS19635,"",hypothetical protein,protein_coding,WP_155844682.1,0.0392310662358155,0.237743329052655,0.798572639665436,0.907269662991672,29.8586395672464,32.0812944568395
HFX_RS12605,"",hypothetical protein,protein_coding,WP_004059591.1,0.0393328238700933,0.295195668063569,0.798574195414168,0.907269662991672,421.003708745812,465.782333439783
HFX_RS05515,"",histidine kinase N-terminal 7TM domain-containing protein,protein_coding,WP_004572540.1,0.0324181895348111,0.161703096942233,0.799657284646853,0.907684975313156,2631.47043953614,2726.51360843633
HFX_RS18960,"","Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain",protein_coding,WP_004060643.1,-0.0370532221399068,0.205960077045151,0.799787862054532,0.907684975313156,211.797834830312,202.389046776307
HFX_RS00495,"",NAD(P)H-binding protein,protein_coding,WP_004058629.1,0.0385925257192925,0.229389041924505,0.799852822318464,0.907684975313156,368.634412324054,392.685287079822
HFX_RS03150,"",segregation/condensation protein A,protein_coding,WP_004057577.1,0.0298987025241407,0.143524339233567,0.799871187840095,0.907684975313156,4901.57334342694,5054.13736992388
HFX_RS10255,"",IS6 family transposase,pseudogene,"",-0.0390802650118261,0.24394258627641,0.800443310058471,0.907871099385214,36.6359493475059,34.8222305374854
HFX_RS13735,"",site-2 protease family protein,protein_coding,WP_004059291.1,0.0354722546029508,0.189840009615673,0.800501018108512,0.907871099385214,2031.36578702843,2123.73275730158
HFX_RS07710,"",hypothetical protein,protein_coding,WP_179955375.1,-0.0375911185149575,0.217958139446287,0.801555070681381,0.908802113297272,2926.4973510633,2771.00059236055
HFX_RS05245,"",ABC transporter ATP-binding protein,protein_coding,WP_004572596.1,-0.0385575610828039,0.240422127115499,0.802453317748962,0.909555985049565,567.782590896409,533.243264927158
HFX_RS06650,"",hypothetical protein,protein_coding,WP_049917409.1,0.0381142660926689,0.234328381104038,0.803452431656746,0.91042371470872,688.129452748258,730.671258847476
HFX_RS06745,"",hypothetical protein,protein_coding,WP_004057125.1,-0.0386780297497603,0.273051657656399,0.804146408464793,0.910945277592491,729.761685931538,671.732041813573
HFX_RS04705,"",NADH-quinone oxidoreductase subunit D,protein_coding,WP_004572704.1,0.0361298836152092,0.206028980634947,0.80469414116271,0.911300918725231,381.743883548602,401.988592639351
HFX_RS18450,"",ABC transporter ATP-binding protein,protein_coding,WP_004060764.1,-0.0348119982205666,0.352171209632834,0.805388742039113,0.911817806710645,193.381080182659,167.05825812034
HFX_RS07440,"",ATP-binding protein,protein_coding,WP_004056935.1,-0.0366004904991109,0.214875037569658,0.80561840079822,0.911817806710645,398.579321272612,379.227902484984
HFX_RS08115,"",DEAD/DEAH box helicase family protein,protein_coding,WP_004056743.1,-0.0286752413358499,0.142228226742886,0.806700979331143,0.91187723841371,3219.47108753319,3125.95240061467
HFX_RS15070,"",ABC transporter permease,protein_coding,WP_004060515.1,0.0373796870807731,0.300498554121538,0.807329841253747,0.91187723841371,1937.68429983348,2139.81860698506
HFX_RS20535,"",hypothetical protein,pseudogene,"",-0.0378928088060246,0.251856380288741,0.807360143588669,0.91187723841371,261.126142525825,244.651273272408
HFX_RS02810,"",aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein_coding,WP_014732143.1,0.0313630620807714,0.163504929556492,0.807379557894701,0.91187723841371,2784.2040441403,2884.68453794584
HFX_RS19935,"",hypothetical protein,protein_coding,WP_004057921.1,0.0369163271053708,0.226768441011095,0.8076697716148,0.91187723841371,7981.63764571629,8450.00109201435
HFX_RS06235,"",hypothetical protein,protein_coding,WP_231512904.1,-0.0305213765741771,0.157143104073301,0.807691076135949,0.91187723841371,268.823514839874,260.802632594981
